,UserId,place_polarity,place_subjectivity,food_polarity,food_subjectivity,service_polarity,service_subjectivity,ambience_polarity,ambience_subjectivity,money_polarity,money_subjectivity
20,2709,0.4,0.375,0.25,0.71875,0.0,0.0,0.0,0.0,0.0,0.0
21,2859,0.0,0.0,0.2355555555555556,0.5894444444444444,0.16,0.5399999999999999,0.0,0.0,0.0,0.0
22,3456,0.0,0.0,0.15000000000000002,0.475,0.0,0.0,0.30000000000000004,0.45,0.0,0.0
23,3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5427,0.0,0.0,0.0,0.0,-0.4,0.6,0.55,0.55,0.0,0.0
25,5968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,6010,0.0,0.0,-0.25,0.75,-0.2,0.3,0.0,0.0,0.0,0.0
27,6031,0.2880952380952381,0.4001322751322751,0.26975529100529105,0.43053571428571424,0.25,0.3444444444444444,0.15462962962962962,0.44058641975308643,0.0,0.0
28,6034,0.05555555555555555,0.08333333333333333,-0.6,0.9354166666666666,0.0,0.0,0.0,0.0,0.0,0.0
29,6125,0.154,0.3458333333333333,0.1365873015873016,0.224781746031746,0.04457142857142857,0.13557142857142856,0.18864285714285717,0.4314285714285714,0.0,0.0
30,6686,0.16666666666666666,0.13333333333333333,-0.024999999999999994,0.4875,0.0,0.0,0.18333333333333335,0.22083333333333333,0.0,0.0
31,6698,0.13703703703703704,0.28888888888888886,0.2148809523809524,0.5863095238095238,0.0,0.0,0.10000000000000002,0.31666666666666665,0.0,0.0
32,6928,0.2833333333333334,0.45,0.3152777777777777,0.673611111111111,0.3666666666666667,0.5750000000000001,0.26111111111111107,0.28055555555555556,-0.033333333333333326,0.26666666666666666
33,7200,0.0,0.0,0.8,0.6,0.0,0.0,0.30000000000000004,0.7,0.0,0.0
34,7425,0.0,0.0,0.0875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0
35,7447,0.0,0.0,0.6,1.0,0.0,0.0,0.8,1.0,0.0,0.0
36,7497,0.0,0.0,0.16,0.22000000000000006,0.7,0.6000000000000001,0.7,0.6000000000000001,0.0,0.0
37,8054,0.5,0.7,0.125,0.4305555555555555,0.2,0.2,0.25,0.2777777777777777,0.0,0.0
38,8116,0.0,0.0,0.0,0.0,0.25,0.25,-0.5,0.875,0.0,0.0
39,8120,0.0,0.0,0.7,0.6000000000000001,0.6,0.7666666666666666,0.0,0.0,0.0,0.0
40,8326,0.2888888888888889,0.49444444444444446,0.08,0.5670833333333333,0.0,0.0,0.4100000000000001,0.6957407407407409,0.0,0.0
41,8433,0.46157407407407397,0.5168981481481482,-0.13148148148148148,0.5349537037037037,0.2031746031746032,0.2650793650793651,0.23611111111111113,0.3902777777777778,0.0,0.0
42,8438,0.08333333333333333,0.16666666666666666,-0.04047619047619047,0.23452380952380952,0.03750000000000002,0.12083333333333332,-0.004166666666666666,0.08958333333333332,0.0,0.0
43,8491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8508,-0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8852,0.0,0.125,0.23888888888888893,0.7166666666666668,0.0,0.0,0.25625,0.32500000000000007,0.0,0.0
46,8885,-0.3,0.35,0.25,0.25,0.225,0.2,0.0,0.0,-0.125,0.2
47,8924,0.2777777777777778,0.48888888888888893,0.24663299663299665,0.3301346801346801,-0.027777777777777776,0.32037037037037036,0.17222222222222222,0.23888888888888887,0.1111111111111111,0.1111111111111111
48,8957,0.0751388888888889,0.22944444444444442,0.1778252765752766,0.37358134920634917,0.03575396825396826,0.1713095238095238,0.22833333333333336,0.3169444444444445,0.0041666666666666675,0.06731481481481481
49,9082,0.325,0.225,0.052500000000000005,0.21999999999999997,0.0,0.0,0.0625,0.075,0.05,0.04375
50,9185,0.0,0.0,-0.2928571428571428,0.4928571428571428,-0.0066666666666666385,0.29999999999999993,0.0,0.0,-0.3,0.475
51,9241,0.7,0.8,0.4392857142857143,0.8803571428571428,0.0,0.0,0.0,0.0,0.0,0.0
52,9403,0.2444444444444445,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6000000000000001
53,9608,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,9634,0.5833333333333334,0.4833333333333333,0.4583333333333334,0.5,0.03333333333333334,0.3833333333333333,0.375,0.75,0.0,0.0
55,9730,0.0,0.0,0.325,0.375,0.7,0.6000000000000001,0.6000000000000001,0.9,0.0,0.0
56,9971,0.0,0.0,0.028571428571428574,0.17142857142857146,0.0,0.0,0.175,0.15000000000000002,-0.59375,0.75
57,9972,0.2122448979591837,0.2551020408163265,0.0,0.0,0.2,0.6,0.4,0.9,0.08,0.27
58,10032,0.25,0.25,0.43124999999999997,0.6194444444444445,0.3694444444444444,0.6416666666666667,0.5009848484848485,0.7599999999999999,0.0,0.16666666666666666
59,10081,0.14285714285714285,0.26785714285714285,0.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0
60,10397,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2333333333333333,0.31666666666666665,0.7555555555555555,0.8055555555555555,0.5333333333333333,0.5
61,10466,0.15000000000000002,0.16249999999999998,0.006837606837606847,0.4543803418803419,0.02692307692307692,0.07692307692307693,0.1532051282051282,0.333974358974359,-0.022435897435897436,0.041666666666666664
62,10483,0.125,0.4,0.3416666666666667,0.4145833333333333,0.3333333333333333,0.5,0.2833333333333333,0.4791666666666666,0.0,0.0
63,10487,0.0875,0.07500000000000001,0.04999999999999999,0.1875,0.3333333333333333,0.375,0.475,0.7,0.0,0.0
64,10605,0.0,0.0,0.0,0.0,-0.10000000000000003,0.3333333333333333,0.0,0.0,0.0,0.0
65,10662,0.0,0.25,0.1388888888888889,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
66,10667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,10671,0.0,0.0,0.45,0.825,0.2,0.95,0.0,0.0,0.0,0.0
68,10673,0.15,0.15,0.125,0.15,0.16,0.175,0.03333333333333333,0.06666666666666667,0.12999999999999998,0.14
69,10677,0.0,0.0,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0
70,10678,0.0,0.0,0.025000000000000026,0.61875,0.0,0.0,0.0,0.0,0.0,0.0
71,10680,0.0,0.0,0.075,0.1125,0.0,0.0,0.0,0.0,0.0,0.0
72,10685,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.45,0.0,0.0
73,10690,0.0,0.0,0.2402777777777778,0.2486111111111111,0.375,0.375,0.0,0.0,0.0,0.0
74,10693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,10694,0.06666666666666667,0.06666666666666667,0.31527777777777777,0.40902777777777777,0.2333333333333333,0.20000000000000004,0.06666666666666667,0.0625,0.16666666666666666,0.16666666666666666
76,10696,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0
77,10701,0.0,0.0,0.05700000000000001,0.158,0.0,0.0,0.24,0.47000000000000003,0.0,0.0
78,10707,0.0,0.0,0.39999999999999997,0.6,0.0,0.0,0.0,0.0,0.0,0.0
79,10716,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,10722,0.0,0.0,1.0,1.0,0.7,0.6000000000000001,0.0,0.0,0.4166666666666667,0.5
81,10724,0.21875,0.4791666666666666,0.45,0.6666666666666666,0.5166666666666667,0.6166666666666667,0.0,0.0,0.0,0.0
82,10728,0.0,0.0,0.2333333333333333,0.3111111111111111,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0
83,10771,0.0,0.0,0.2,0.2,0.13999999999999999,0.22000000000000003,-0.06666666666666668,0.4965079365079365,0.0,0.0
84,10772,0.0,0.0,0.3,0.5,0.0,0.0,0.4571428571428571,0.5142857142857143,0.0,0.0
85,10782,0.0,0.0,0.0,0.0,0.0125,0.025,0.0,0.0,0.0,0.0
86,10788,0.6,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
87,10791,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
88,10859,-0.04999999999999999,0.4375,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0
89,10915,0.25,0.25,0.175,0.15000000000000002,0.0,0.0,0.0,0.0,0.225,0.30000000000000004
90,11064,0.04583333333333334,0.14583333333333334,0.16944444444444443,0.4749999999999999,0.25,0.225,0.14722222222222223,0.2805555555555555,0.0,0.0
91,11096,0.3,0.27,-0.08416666666666665,0.3083333333333333,0.057499999999999996,0.16,0.0,0.0,0.0,0.0
92,11128,0.03888888888888889,0.1638888888888889,-0.14814814814814814,0.6509259259259259,0.1710648148148148,0.30648148148148147,0.23333333333333328,0.33888888888888885,0.0,0.0
93,11145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,11322,0.85,1.0,0.25,0.35,0.0,0.0,0.4,0.7,0.0,0.0
95,11348,0.5,0.75,0.6,0.75,0.8,1.0,0.25,0.25,0.0,0.0
96,11452,-0.019999999999999997,0.37,0.0775,0.13999999999999999,0.002083333333333326,0.475,0.19,0.26,0.0,0.0
97,11560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,11576,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,11584,0.0,0.0,0.6,0.675,1.0,1.0,0.0,0.0,0.0,0.0
100,11595,0.35,0.2,0.6,0.6666666666666666,1.0,1.0,0.4,0.5,0.0,0.0
101,11796,0.0,0.0,-0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
102,11816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,11925,0.05125,0.48,0.5274074074074074,0.7887037037037037,-0.195,0.39,0.010000000000000004,0.12000000000000002,0.0,0.0
104,11972,0.0,0.0,0.0,0.0,0.375,0.5,0.0,0.0,0.0,0.0
105,12092,0.0,0.0,0.5166666666666666,0.8250000000000001,-0.03333333333333333,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.0
106,12195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,12213,0.0,0.0,0.0,0.0,-0.03333333333333333,0.08333333333333333,0.08333333333333333,0.1111111111111111,-0.004166666666666667,0.08333333333333333
108,12307,0.3416666666666666,0.38611111111111107,0.2435185185185185,0.35753968253968255,0.05902777777777776,0.1111111111111111,0.5416666666666666,0.5416666666666666,0.12916666666666668,0.22916666666666666
109,12509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,12780,0.0,0.0,0.0,0.0,0.0,0.0,-0.4333333333333333,0.4166666666666666,0.0,0.0
111,13093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
112,13138,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
113,13193,0.0,0.0,-0.16666666666666666,0.8333333333333334,0.0,0.0,0.8,0.75,1.0,0.3
114,13272,0.2066666666666667,0.6016666666666667,0.23500000000000001,0.575,0.09,0.11000000000000001,0.07269841269841269,0.32555555555555554,0.0,0.0
115,13284,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.26666666666666666,0.2222222222222222,0.25,0.625,0.9166666666666666,0.0,0.0
116,13313,0.31666666666666665,0.39166666666666666,0.35,0.64375,0.7,0.875,0.0,0.0,0.0,0.0
117,13387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,13404,0.23055555555555554,0.5611111111111111,0.0,0.0,0.012499999999999985,0.2375,-0.17291666666666666,0.5833333333333334,0.0,0.0
119,13412,1.0,1.0,-0.24,0.38,0.0,0.0,1.0,1.0,0.0,0.0
120,13450,0.16666666666666669,0.3979166666666667,-0.05803571428571427,0.5988095238095239,0.5190972222222223,0.7583333333333333,0.2725,0.35624999999999996,0.14166666666666666,0.15625
121,13453,0.0,0.0,0.75,0.675,0.0,0.0,0.0,0.0,0.0,0.0
122,13469,0.09999999999999999,0.08571428571428573,0.10156746031746032,0.5216071428571428,0.10892857142857142,0.2017857142857143,0.557142857142857,0.6333333333333334,0.0,0.0
123,13474,0.19047619047619047,0.35714285714285715,0.11333333333333333,0.2473941798941799,0.2388888888888889,0.7222222222222223,0.29812409812409807,0.4753968253968253,0.0,0.0
124,13486,0.0,0.0,0.18333333333333332,0.47888888888888886,0.2351851851851852,0.2537037037037037,0.4666666666666666,0.4000000000000001,0.016666666666666666,0.4666666666666666
125,13492,0.701923076923077,0.4724358974358975,0.5428571428571428,0.5833333333333334,0.16666666666666666,0.19999999999999998,0.5666666666666667,0.3000000000000001,0.0,0.0
126,13524,0.0891526955950033,0.3580010801164647,0.07729700854700858,0.5985576923076923,0.0,0.0,0.1358974358974359,0.2580128205128205,0.0,0.0
127,13739,0.2333333333333333,0.2833333333333333,-0.15,0.2375,0.08124999999999999,0.4125,0.43125,0.7291666666666666,0.05416666666666667,0.10833333333333334
128,13744,0.13382352941176473,0.12941176470588237,-0.010069603599015356,0.62930095775684,0.20343137254901958,0.2333333333333333,0.056127450980392166,0.23872549019607844,0.10196078431372547,0.19117647058823528
129,13779,0.3666666666666667,0.35000000000000003,-0.12129629629629629,0.40972222222222215,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,0.0
130,13817,0.85,0.45000000000000007,0.024999999999999994,0.4875,0.0,0.0,0.0,0.0,0.0,0.0
131,13993,0.0,0.0,0.1,0.1,0.0,0.0,0.05714285714285714,0.20714285714285713,0.0,0.0
132,14043,0.0,0.0,0.20370370370370366,0.4481481481481482,0.0,0.0,0.0,0.0,0.0,0.0
133,14124,0.0,0.0,0.027314814814814823,0.6768518518518518,0.1527777777777778,0.16666666666666666,0.24381313131313131,0.38240740740740736,0.09166666666666666,0.13611111111111113
134,14126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,14205,0.14285714285714285,0.04285714285714286,0.125,0.1285714285714286,0.01107142857142857,0.08499999999999999,0.07619047619047618,0.0738095238095238,0.010714285714285714,0.014285714285714287
136,14290,0.5,0.6,-0.18333333333333332,0.6083333333333333,0.5,0.5,0.5,0.5,0.0,0.0
137,14317,0.07333333333333333,0.11555555555555556,0.48333333333333334,0.5277777777777778,0.03703703703703704,0.07407407407407407,0.5100000000000001,0.8677777777777779,0.0,0.0
138,14318,0.0,0.0,0.025,0.225,0.0,0.0,0.09166666666666663,0.2,0.0,0.0
139,14321,0.0,0.0,0.8333333333333334,0.7833333333333333,0.35,0.4375,0.5,1.0,0.0,0.0
140,14328,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.5,0.0,0.0
141,14340,0.0,0.0,0.3019047619047619,0.36071428571428577,-0.12,0.11000000000000001,0.10999999999999999,0.2,0.055714285714285716,0.11714285714285713
142,14376,0.3,0.4,0.05312499999999999,0.4447916666666667,0.0,0.0,0.3,0.4,0.0,0.0
143,14378,0.010714285714285714,0.02142857142857143,0.028750000000000008,0.38416666666666666,-0.030000000000000006,0.04,0.14446428571428574,0.23615079365079367,0.0,0.0
144,14443,0.0,0.0,-0.3499999999999999,0.3333333333333333,0.0,0.0,0.5055555555555556,0.5333333333333333,0.0,0.0
145,14507,0.0,0.0,0.0,0.0,-0.30000000000000004,0.4,0.0,0.0,0.0,0.0
146,14508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,14527,0.28809523809523807,0.47559523809523807,0.06000000000000001,0.4175,0.29375,0.50625,0.0,0.0,0.0325,0.13
148,14577,0.1875,0.2708333333333333,-0.18531746031746033,0.6215277777777778,0.0,0.0,0.005000000000000002,0.1927777777777778,0.0,0.0
149,14613,-0.16666666666666666,0.16666666666666666,-0.4,0.6333333333333333,0.49375,0.625,0.2,0.2,0.0,0.0
150,14641,0.0739251984126984,0.2737984126984127,-0.08243257575757575,0.4653214107321251,0.023935714285714286,0.12564639804639804,0.07177777777777777,0.28447619047619055,0.004333333333333332,0.03233333333333333
151,14646,0.0,0.0,-0.3,0.475,0.0,0.0,0.0,0.0,0.0,0.25
152,14649,0.6499999999999999,0.8,0.8,0.75,0.0,0.0,0.0,0.0,0.0,0.0
153,14743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
154,14800,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,14878,0.15,0.1,0.0,0.0,0.7,0.8,0.7,0.8,0.0,0.0
156,14976,0.06442307692307693,0.18342074592074595,0.16153846153846155,0.2857955292570677,0.2465811965811966,0.25833333333333336,0.19876845376845378,0.27978632478632476,0.0,0.0
157,15011,0.0,0.0,-0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
158,15033,-0.3333333333333333,0.6666666666666666,-0.1111111111111111,0.8305555555555556,0.5666666666666667,0.5333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0
159,15075,0.375,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,15337,0.0,0.0,-0.275,0.8625,0.0,0.0,0.0,0.0,0.0,0.0
161,15418,0.15096712195850126,0.36813616460168186,0.012910915712639855,0.5823944534073844,0.2295977011494253,0.375,0.1616789819376026,0.14372947454844007,0.1218390804597701,0.14511494252873566
162,15423,0.0,0.0,0.85,0.625,0.0,0.0,0.0,0.0,0.0,0.0
163,15487,0.06254960317460317,0.24031084656084659,-0.10567054473304473,0.3984820972494583,0.09831128747795413,0.17568783068783067,0.11968644781144781,0.31377314814814816,0.0066358024691358045,0.08063271604938271
164,15563,0.2724371693121694,0.3908289241622575,0.12340325018896448,0.4953898966994204,0.05873015873015873,0.13571428571428573,0.09702380952380953,0.15992063492063494,0.03571428571428571,0.011904761904761904
165,15658,0.04204545454545455,0.08181818181818183,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.75
166,15669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,15683,0.35,0.55,-0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.6000000000000001
168,15723,0.0,0.0,0.2388888888888889,0.30555555555555564,0.0,0.0,0.0,0.0,0.0,0.0
169,15752,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,15754,0.175,0.15000000000000002,-0.2875,0.66875,0.35,0.30000000000000004,0.26666666666666666,0.25,0.0,0.0
171,15787,0.5142857142857143,0.8150793650793651,0.0,0.0,-0.30000000000000004,0.4,0.0,0.0,0.0,0.0
172,15826,0.2221074380165289,0.49090909090909096,0.08607954545454546,0.18560606060606058,0.0706439393939394,0.20227272727272727,0.02121212121212121,0.05909090909090909,0.17272727272727273,0.12727272727272726
173,15896,0.0,0.0,-0.3499999999999999,0.3333333333333333,-0.15000000000000002,0.2,0.0,0.0,0.0,0.0
174,15897,0.0,0.08333333333333333,0.09999999999999999,0.26666666666666666,0.0,0.0,0.0,0.0,0.13333333333333333,0.125
175,15914,0.15000000000000002,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,16006,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.35,0.0,0.0
177,16015,0.13888888888888887,0.3055555555555555,0.16,0.235,0.12083333333333332,0.2020833333333333,0.0,0.0,0.0,0.0
178,16046,0.20723333333333335,0.39054444444444447,0.15348247354497352,0.4404606481481483,0.14469411375661376,0.22584656084656082,0.21014309764309763,0.18273148148148144,0.01923611111111111,0.03944444444444444
179,16079,0.2,0.3,0.7,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0
180,16102,0.05833333333333335,0.21666666666666667,0.15555555555555559,0.48888888888888893,0.0,0.0,0.0,0.0,0.0,0.0
181,16129,0.01875,0.0125,-0.125,0.359375,-0.2743055555555556,0.7972222222222223,0.05,0.1392857142857143,-0.25,0.5
182,16142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,16143,0.0,0.0,-0.15,0.5,-0.30000000000000004,0.4,0.0,0.0,0.0,0.0
184,16153,0.1737962962962963,0.34476851851851853,0.1390335648148148,0.31793981481481487,0.34166666666666673,0.6347222222222223,0.1013888888888889,0.23511904761904764,0.03333333333333333,0.051388888888888894
185,16155,-0.05555555555555555,0.05555555555555555,0.05714285714285715,0.2571428571428572,0.375,0.5,0.025,0.2,0.0,0.03333333333333333
186,16163,0.0,0.0,-0.025,0.2,0.0,0.0,0.0,0.0,0.0,0.0
187,16180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,16220,0.25,0.225,-0.03950000000000001,0.212,0.11666666666666665,0.18333333333333335,0.32638888888888884,0.5402777777777777,0.004166666666666668,0.23333333333333334
189,16307,0.08062499999999999,0.305,0.27999999999999997,0.505,0.05,0.2,0.12,0.14,0.0,0.0
190,16349,0.2833333333333333,0.3433333333333334,0.009523809523809542,0.6476190476190476,0.6,1.0,0.0,0.0,0.0,0.0
191,16353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.6375
192,16354,0.0,0.0,1.0,1.0,0.0,0.0,0.4,0.7,0.0,0.0
193,16408,0.3833333333333333,0.7000000000000001,0.0,0.0,0.5166666666666666,0.55,0.0,0.0,0.0,0.0
194,16461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,16867,0.26111111111111107,0.3746913580246914,-0.16666666666666666,0.3333333333333333,0.19999999999999998,0.5,0.06666666666666667,0.08333333333333333,0.0,0.0
196,16898,0.4683333333333334,0.6372222222222221,0.0,0.0,0.7000000000000001,0.95,0.0,0.0,0.0,0.0
197,16912,0.06160714285714286,0.20535714285714285,0.09999999999999999,0.08571428571428573,0.29999999999999993,0.2571428571428572,0.08116883116883115,0.10714285714285714,0.0,0.0
198,16960,0.0,0.0,0.6,0.65,0.0,0.0,0.55,0.85,0.0,0.0
199,16975,0.25,0.17500000000000002,0.03888888888888888,0.07222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
200,17062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,17148,0.05333333333333334,0.5133333333333333,0.8,0.75,0.5666666666666667,0.625,0.0,0.0,0.0,0.0
202,17161,0.05833333333333333,0.09166666666666667,0.15972222222222224,0.29305555555555557,-0.16666666666666666,0.21666666666666665,0.4166666666666667,0.5888888888888889,0.0,0.0
203,17202,0.0625,0.275,0.0,0.0,0.08333333333333333,0.4398148148148148,0.0,0.0,0.0,0.0
204,17293,-0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
205,17312,0.059090909090909076,0.6247474747474747,0.3375,0.4375,0.0,0.0,0.275,0.4472222222222222,0.0,0.0
206,17365,0.25,0.25,0.175,0.15000000000000002,0.0,0.0,0.10833333333333332,0.15833333333333333,0.0,0.0
207,17375,0.0,0.0,-0.6,0.95,0.0,0.0,0.0,0.0,0.0,0.0
208,17399,0.3,0.2,0.0,0.0,0.0,0.0,0.5222222222222223,0.5777777777777778,0.0,0.0
209,17441,0.22499999999999998,0.5,0.0,0.0,-0.24999999999999997,0.7,0.35,0.30000000000000004,0.35,0.30000000000000004
210,17448,0.43174603174603177,0.6174603174603174,0.45,0.32857142857142857,0.0,0.0,0.13571428571428573,0.2171428571428572,0.6,1.0
211,17583,0.0,0.0,0.25,0.8500000000000001,0.35,0.45,0.7,0.6000000000000001,0.0,0.0
212,17606,0.0,0.0,0.04999999999999999,0.775,0.0,0.0,0.2,0.6277777777777778,0.0,0.0
213,17646,0.3040816326530612,0.32664777021919883,0.2833333333333333,0.4023809523809524,0.12244897959183672,0.22959183673469388,0.0,0.0,0.0,0.0
214,17647,0.09062500000000001,0.22005208333333331,-0.07517203282828282,0.4506256764069264,0.21458333333333332,0.32048611111111114,0.12738095238095237,0.2195684523809524,0.09583333333333334,0.09114583333333334
215,17783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
216,17875,0.22217261904761906,0.1849330357142857,-0.07468030481423338,0.4364651197017269,0.08608630952380951,0.28964533730158726,0.11076078869047619,0.20106026785714287,0.1328125,0.13359375
217,17897,0.0,0.0,0.0,0.0,0.0,0.0,0.21212121212121213,0.5357142857142857,0.0,0.0
218,17920,0.2748299319727891,0.29691043083900226,0.11925715058750772,0.4340222634508348,0.19776785714285713,0.24642857142857144,0.30442279942279943,0.4440079365079365,0.044642857142857144,0.07946428571428572
219,18153,0.0,0.03333333333333333,0.3,0.3972222222222223,0.0,0.0,0.175,0.26666666666666666,0.0,0.0
220,18206,0.1,0.5375,0.45,0.5125000000000001,0.42569444444444443,0.5222222222222223,0.23125,0.29375,0.11875,0.175
221,18425,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0
222,18476,0.0,0.0,-0.0375,0.225,0.0,0.0,0.0,0.0,0.0,0.0
